Content,Target
"URGENT! Your mobile No 07xxxxxxxxx won a �2,000 bonus caller prize on 02/06/03! this is the 2nd attempt to reach YOU! call 09066362231 ASAP! BOX97N7QP, 150PPM",-1
"Nepal floods, landslides kill 240, India announces NR 48 mn   http://t.co/c4PIke5SWV http://t.co/NoXDvQGLtO",1
The latest on damaging earthquake in California - New York News http://t.co/QRKwcWiUjS,0
Thoughts and prayers to CalifornIa earthquake.,0
Ya that one is slow as poo,0
No rushing. I'm not working. I'm in school so if we rush we go hungry.,0
Raviyog Peripherals bhayandar east,0
"Sorry, I'll call later ok bye",0
"@VinciMike City of Los Angeles, California Hollywood, Preparete Repent For The Great Earthquake Prophesied, Shaloom https://t.co/vdBuJFmKO3",0
I to am looking forward to all the sex cuddling.. Only two more sleeps,0
I love u 2 my little pocy bell I am sorry but I love u,0
"\ALRITE HUNNY!WOT U UP 2 2NITE? DIDNT END UP GOIN DOWN TOWN JUS DA PUB INSTEAD! JUS CHILLIN AT DA MO IN ME BEDROOM!LOVE JEN XXX.\""""",0
Okie,0
You are a great role model. You are giving so much and i really wish each day for a miracle but God as a reason for everything and i must say i wish i knew why but i dont. I've looked up to you since i was young and i still do. Have a great day.,0
Shant disturb u anymore... Jia you...,0
I am literally in bed and have been up for like  &lt;#&gt;  hours,0
WHORE YOU ARE UNBELIEVABLE.,0
RT @kcranews: Trending: Downtown Napa takes brunt of damage from earthquake http://t.co/xTpu86Qode http://t.co/3uD3B0O5xS,1
RT @dravazed: California Gov. Jerry Brown declares a state of emergency following 6.1-magnitude earthquake in Napa - 52 minutes ago,0
Kay... Since we are out already,0
"Odisha: Over 3 lakh affected due to floods, government deploys medical teams – IBNLive #India http://t.co/UVyH8RMkNp",1
INTERFLORA - ��It's not too late to order Interflora flowers for christmas call 0800 505060 to place your order before Midnight tomorrow.,-1
"RT @indiawater: Assam #flood affects nearly 3.68 lakh people across 14 districts, submerges 791 villages http://t.co/Eic2Bo9wb7",1
RT @PaulRogersSJMN: Napa earthquake: Bay Area major faults quiet after largest quake since Loma Prieta: http://t.co/c50xVCf4nV via @katymur…,0
"Odisha Flood Toll Mounts to 45, Water Level Goes Down http://t.co/a4NkIBLX9b #india",0
Good story by @AmberLeeNews of @KTVU on #napaearthquake damage to masonry (brick) chimneys: http://t.co/kDMnBYdVue http://t.co/HgNWRym1Wr,1
RT @ApeClan: @ApeClan RT if you want it to go up! ^,-1
RT @SheaGoodpaster: Minor flooding #Knightstownindiana @RafaelOnTV @rtv6 @indytrafficrtv6 @KevinGregoryRTV @kylemounce @AshleyBrownWX http:…,0
You have 1 new message. Call 0207-083-6089,-1
Or maybe my fat fingers just press all these buttons and it doesn't know what to do.,0
Lol! Oops sorry! Have fun.,0
RT @ddlsavedus: shut up and love me #votedemilovato,-1
Jawbone reveals how many Up users were woken up by the Napa earthquake http://t.co/1rsezcMrHn,0
Thanks for looking out for me. I really appreciate.,0
I'm leaving my house now.,0
#Nepal | Many dead in Nepal and India floods - &amp;#8230;  torrential rain in Nepal and northern India.         In Ne... http://t.co/C45oyihf4i,1
Are you there in room.,0
Do you want 750 anytime any network mins 150 text and a NEW VIDEO phone for only five pounds per week call 08002888812 or reply for delivery tomorrow,-1
"I'll see if I can swing by in a bit, got some things to take care of here firsg",0
hanks lotsly!,0
Convey my regards to him,0
"Aight, you close by or still down around alex's place?",0
Yup i'm still having coffee wif my frens... My fren drove she'll give me a lift...,0
"\Pete can you please ring meive hardly gotany credit\""""",0
All done? All handed in? Celebrations in full swing yet?,0
PRIVATE! Your 2004 Account Statement for 078498****7 shows 786 unredeemed Bonus Points. To claim call 08719180219 Identifier Code: 45239 Expires 06.05.05,-1
K..give back my thanks.,0
I want a guy who will text me till I fall  asleep and text me right when he wakes up in the morning,-1
Cool data analysis of today's Napa earthquake &amp; effect on sleep https://t.co/NkCM0SU0Yd by @Jawbone data engineer @eugmandel via @jwfbean,0
"Sorry, I'll call later",0
How r �_ going to send it to me?,0
Dozens killed as monsoon floods ravage India and Nepal http://t.co/pvfMxO8uo9 http://t.co/kRxX9fWZTj,1
State of emergency after US quake: A STATE of emergency has been declared in California after a strong quake r... http://t.co/BZJQeZdBmi,0
RT @News24: State of emergency as quake hits California  http://t.co/XwnYMuIZTM,0
RT @heyyouapp: California USA Rancho Cucamonga http://t.co/TPSViMWZMs BREAKING NEWS 400 Earthquake Powerful Earthquake Slams San Francisco …,1
"Come to me, slave. Your doing it again ... Going into your shell and unconsciously avoiding me ... You are making me unhappy :-(",0
"Come round, it's . ",0
Boo what time u get out? U were supposed to take me shopping today. :(,0
"Hundreds dead as monsoon brings chaos to northern India, Nepal: (CNN) -- Dozens of people have been killed in ... http://t.co/z1Klj6luXI",1
"More updates from the #Napa earthquake, where vintners are picking through overturned barrels and smashed bottles to… http://t.co/DOzJV84fN4",1
There are no other charges after transfer charges and you can withdraw anyhow you like,0
I will once i get home,0
#NewsToday #News Many dead in Nepal and India floods: At least 160 people are reported to have been killed in ...  http://t.co/Skv6QFIfAf,1
Ok i vl..do u know i got adsense approved..,0
Do u noe wat time e place dat sells 4d closes?,0
"FreeMSG You have been awarded a FREE mini DIGITAL CAMERA, just reply SNAP to collect your prize! (quizclub Opt out? Stop 80122300p/wk SP:RWM Ph:08704050406)",-1
Just got to  &lt;#&gt;,0
"its cool but tyler had to take off so we're gonna buy for him and drop it off at his place later tonight. Our total order is a quarter, you got enough?",0
"South Napa Earthquake causes damage, injuries - KGO-TV http://t.co/mOLAJP9Wyz",1
Yo sorry was in the shower sup,0
RT @pwaldieGLOBE: Second earthquake of the day: First California now a magnitude 7.0 earthquake strikes southern Peru,0
Lol ... I knew that .... I saw him in the dollar store,0
RGENT! This is the 2nd attempt to contact U!U have WON �1250 CALL 09071512433 b4 050703 T&CsBCM4235WC1N3XX. callcost 150ppm mobilesvary. max�7. 50,-1
At WHAT TIME should i come tomorrow,0
RT @europenewsdepot: Many dead in Nepal and India floods: At least 160 people are reported to have been killed in flo... http://t.co/FopRrF…,1
I'm not driving... Raining! Then i'll get caught at e mrt station lor.,0
R �_ comin back for dinner?,0
(#Yeremiito21) Napa Earthquake Hastens Calls for Warning System: Napa earthquake hastens calls ... http://t.co/u8VedfZMoS (#Yeremiito21),1
No no. I will check all rooms befor activities,0
Hi ....My engagement has been fixd on  &lt;#&gt; th of next month. I know its really shocking bt....hmm njan vilikkam....t ws al of a sudn;-(.,0
I will take care of financial problem.i will help:),0
URGENT! We are trying to contact you. Last weekends draw shows that you have won a �900 prize GUARANTEED. Call 09061701939. Claim code S89. Valid 12hrs only,-1
"Yeah, probably but not sure. Ilol let u know, but personally I wuldnt bother, then again if ur goin to then I mite as well!!",0
Aiya we discuss later lar... Pick �_ up at 4 is it?,0
"Odisha flood: Narendra Modi announces compensation for victims : India, News - India Today http://t.co/WVQtepZWTX via @IndiaToday",0
4) Northern California earthquake: Blue-collar Vallejo hit hard. Story by @pfimrite #napaquake http://t.co/QHS6X02sDP #GateBreakers,0
"Aight, I'm chillin in a friend's room so text me when you're on the way",0
For taking part in our mobile survey yesterday! You can now have 500 texts 2 use however you wish. 2 get txts just send TXT to 80160 T&C www.txt43.com 1.50p,-1
Northern California Quake: No Way to Know When Next O... https://t.co/5dQKiZ6OTE via @StatFlyerBlog #USAHeadlines http://t.co/MZE22zXBtH,0
They did't play one day last year know even though they have very good team.. Like india.,0
"No reports of injuries to missionaries, members following Napa quake #ChurchNews #Mormon #lds http://t.co/9eRZ11zldb via @deseretnews",1
Studying. But i.ll be free next weekend.,0
"Arms fine, how's Cardiff and uni? ",0
Apo all other are mokka players only,0
"@HeadlinesToday Discuss how to help flood,police atrocities,rape victims in UP,Bihar.Do not discuss too much politics.India first not TRP !",0
"Plz note: if anyone calling from a mobile Co. &amp; asks u to type # &lt;#&gt;  or # &lt;#&gt; . Do not do so. Disconnect the call,coz it iz an attempt of 'terrorist' to make use of the sim card no. Itz confirmd by nokia n motorola n has been verified by CNN IBN.",0
"A Boy loved a gal. He propsd bt she didnt mind. He gv lv lttrs, Bt her frnds threw thm. Again d boy decided 2 aproach d gal , dt time a truck was speeding towards d gal. Wn it was about 2 hit d girl,d boy ran like hell n saved her. She asked 'hw cn u run so fast?' D boy replied \Boost is d secret of my energy\"" n instantly d girl shouted \""our energy\"" n Thy lived happily 2gthr drinking boost evrydy Moral of d story:- I hv free msgs:D;): gud ni8""",0
INDIA: Dhole (Cuon alpinus) wild dog conservation breeding centre being set up http://t.co/xY8DPwCm7L http://t.co/z3p9D3dk2j,-1
#JoswaBeat Earthquake rocks northern California,0
"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it...",0
"India: Floods in Uttar Pradesh destroy houses, kill 28 http://t.co/ChYTzHcJNO",1
RT @SexualGxfs: wake bae up like this http://t.co/QqLulDtqac,-1
is your 0ster dead? Hey so tmr i meet you at 1pm orchard mrt?,0
" said kiss, kiss, i can't do the sound effects! He is a gorgeous man isn't he! Kind of person who needs a smile to brighten his day! ",0
California’s recent earthquake adds stress to already-stressed fault zone http://t.co/OTpOx0J9eN,0
RT @CityofNapa: 9am Aug 25 status report on the South Napa Earthquake has been posted at http://t.co/aMRmWlHe1l,0
Im just wondering what your doing right now?,0
"[Info Nigeria] Landslides, Flooding Kill 109 In Nepal, Northern India: The death toll from lan... http://t.co/T36FE459Qa #TalkMagazineNG",1
"The table's occupied, I'm waiting by the tree",0
Delhi and chennai still silent.,0
Napa Valley wineries sustain damage from 6.0 earthquake http://t.co/9upRT8YkiJ,1
Fwiw the reason I'm only around when it's time to smoke is that because of gas I can only afford to be around when someone tells me to be and that apparently only happens when somebody wants to light up,0
Just hopeing that wasn���t too pissed up to remember and has gone off to his sisters or something!,0
Did you try making another butt.,0
Thanx a lot 4 ur help!,0
RT @News24lHOT: USA » NEWS » http://t.co/LWfI9DFMkj HOT NEWS 550 earthquake Northern California rattled by magnitude-6.0 earthquake. Dozens…,0
Top News Many dead in Nepal and India floods http://t.co/fnTIUqBo77,1
I don't want you to leave. But i'm barely doing what i can to stay sane. fighting with you constantly isn't helping.,0
Just curious because my cuz asked what I was up to,0
Awww dat is sweet! We can think of something to do he he! Have a nice time tonight ill probably txt u later cos im lonely :( xxx.,0
How the Napa earthquake affected the sleep of @Jawbone UP wearers. https://t.co/ZKsU276lAA #wearabletech #mhealth http://t.co/JBqwTJdfPb,0
"RT @sav01: Observation: There was no looting in Napa following the earthquake. Instead, neighbors helped neighbors.",0
No it's waiting in e car dat's bored wat. Cos wait outside got nothing 2 do. At home can do my stuff or watch tv wat.,0
Ummma.will call after check in.our life will begin from qatar so pls pray very hard.,0
"Napa Valley earthquake damage bad but not catastrophic, businesses say - http://t.co/VQZBmbJcyu",1
"""@hendrywine: Another view of the damage. Mike and Molly #Zinfandel hit hard. #napaquake http://t.co/RkVcoZkaHC"" wish there to help",0
Whenever someone sees there ex happy they must try there best to mess it up. Always happens haha,-1
"Not yet chikku..k, then wat abt tht guy did he stopped irritating or msging to u..",0
Rofl betta invest in some  anti aging products,0
Yes.. now only saw your message..,0
"Hundreds dead as monsoon hits India, Nepal:        http://t.co/3oLLLtoEiO #TeamFollowBack",1
"Odisha is not alone now. #Floods wreaking havoc in various parts of the #India, affecting many #children. Read: http://t.co/AXsgxZELTd",0
Many dead in Nepal and India floods Rescue helicopters have been deployed to convey emergency supplies to those ... http://t.co/qhDHG4TBZu,1
RT @KTVU: Girls start lemonade stand to help with #napaquake relief http://t.co/LdtSrAYW0F http://t.co/lB8NipDOln,0
Tired. I haven't slept well the past few nights.,0
Then i buy.,0
I've been barred from all B and Q stores for life!?This twat in orange dungerees came up to me and asked if I wanted decking? So I got the first punch in!!,0
"Hundreds Dead as Monsoon Brings Chaos to Northern India, Nepal http://t.co/KovkVGmMxo Infowars #News",1
ROMCAP-1 Everyone around should be responding well to your presence since you are so warm and outgoing. You are bringing in a real breath of sunshine.,-1
RT @psdwordpress: #wordpress #news | The Napa earthquake woke this many Jawbone Up wearers http://t.co/gV09xKV2wB,0
hi my darlin im on my way to London and we have just been smashed into by another driver! and have a big dent! im really missing u what have u been up to? xxx,0
